remark,"CSV-Import-Export"
remark,"Date = Mon Jul 13 08:13:24 2020"
remark,"Version = RSLogix 5000 v20.05"
remark,"Owner = "
remark,"Company = Microsoft"
0.3
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,,Local:2:C,"","AB:1756_DI:C:0","","(ExternalAccess := Read/Write)"
TAG,,Local:2:I,"","AB:1756_DI:I:0","","(ExternalAccess := Read/Write)"
COMMENT,,Local:2:I,"Level Switch $Nlow$NIO Fault",,"Local:2:I.FAULT.0"
COMMENT,,Local:2:I,"Level Switch $NHigh$NIO Fault",,"Local:2:I.FAULT.1"
COMMENT,,Local:2:I,"Level Switch $NHigh-High$NIO Fault",,"Local:2:I.FAULT.2"
COMMENT,,Local:2:I,"Bar Screen #1 $NIn-Auto$NIO Fault",,"Local:2:I.FAULT.3"
COMMENT,,Local:2:I,"Bar Screen #1 $NRunning$NIO Fault",,"Local:2:I.FAULT.4"
COMMENT,,Local:2:I,"Bar Screen #2 $NIn-Auto$NIO Fault",,"Local:2:I.FAULT.5"
COMMENT,,Local:2:I,"Bar Screen #1 $NRunning$NIO Fault",,"Local:2:I.FAULT.6"
COMMENT,,Local:2:I,"Grit Tank #1 In-Auto$NIO Fault",,"Local:2:I.FAULT.7"
COMMENT,,Local:2:I,"Grit Tank #1$NRunning$NIO Fault",,"Local:2:I.FAULT.8"
COMMENT,,Local:2:I,"Level Switch $NLow",,"Local:2:I.DATA.0"
COMMENT,,Local:2:I,"Level Switch $NHigh",,"Local:2:I.DATA.1"
COMMENT,,Local:2:I,"Level Switch $NHigh-High",,"Local:2:I.DATA.2"
COMMENT,,Local:2:I,"Bar Screen #1 $NIn-Auto",,"Local:2:I.DATA.3"
COMMENT,,Local:2:I,"Bar Screen #1 $NRunning",,"Local:2:I.DATA.4"
COMMENT,,Local:2:I,"Bar Screen #2 $NIn-Auto",,"Local:2:I.DATA.5"
COMMENT,,Local:2:I,"Bar Screen #2$NRunning",,"Local:2:I.DATA.6"
COMMENT,,Local:2:I,"Grit Tank #1 In-Auto",,"Local:2:I.DATA.7"
COMMENT,,Local:2:I,"Grit Tank #1$NRunning",,"Local:2:I.DATA.8"
TAG,,Local:3:C,"","AB:1756_DO:C:0","","(ExternalAccess := Read/Write)"
TAG,,Local:3:I,"","AB:1756_DO:I:0","","(ExternalAccess := Read/Write)"
TAG,,Local:3:O,"","AB:1756_DO:O:0","","(ExternalAccess := Read/Write)"
COMMENT,,Local:3:O,"Bar Screen #1$NStart/Stop",,"Local:3:O.DATA.0"
